  0.311327	  1.868837
  0.249423	  1.914986
  3.784341	  1.503342
  3.301344	  3.242397
  3.828356	  2.655180
 -3.294815	  0.153540
 -0.896532	  0.659543
 -3.613996	  0.844012
  0.640214	  1.629645
 -0.340382	  1.042026
 -3.527252	 -0.924651
  1.634234	  3.117453
 -0.291516	  0.416239
  3.201320	  3.425108
  3.496184	  3.333953
 -1.685211	  0.334256
  1.923594	  3.509585
 -2.318062	 -0.201789
  0.056181	  2.063668
  0.337682	  1.431945
 -3.313610	 -0.272988
  1.039742	  2.520273
  0.284820	  1.922369
 -1.860531	 -0.453462
  0.570376	  2.168289
 -3.150347	 -0.780562
  1.230777	  3.745453
  0.247354	  1.947837
  2.892455	  3.110290
  1.134088	  3.264525
 -3.758378	  0.269109
 -0.459650	  0.942236
  1.621974	  3.092719
 -0.079193	  1.189780
  3.610490	  3.207084
 -0.170069	  1.217187
 -2.191688	 -0.197070
  3.247492	  2.434077
  2.849648	  3.345872
  3.519435	  2.827601
 -0.895581	  0.422407
  0.987337	  2.633451
  3.055040	  3.669941
  0.412434	  2.250354
 -0.404866	  0.974539
  0.416630	  1.721509
 -1.637168	 -0.563705
 -2.981030	 -0.858301
 -2.428447	 -1.211658
  2.488317	  3.137595
